id,name,description,zip_code,neighborhood,latitude,longitude,property_type,room_type,n_accommodates,n_bathrooms,n_bedrooms,n_beds,amenities,price,minimum_nights,maximum_nights,availability_365,n_reviews,first_review,last_review,n_reviews_per_month,score_rating,score_cleanliness,score_location,score_value,host_id,host_name,host_since,host_is_superhost,host_n_listings,url_listing,url_picture
l_14934441,Nanny's Place! HOT TUB and 2 fire pits!,"Clean, safe, peaceful 1970's ranch style home located just 2.5 miles to shops & dining in Biltmore Village and Biltmore Estate main gate, 2 miles to Blue Ridge parkway,  5 miles to downtown and The River Arts District; grocery, restaurants and delicious coffee less than 3 miles away. Well appointed kitchen, lots of space, 3BR/2BA, super comfy beds. TWO FIREPITS and HOT TUB! Great for couples  / business travelers / friends getaway / family reconnect-time or SOLO retreats.",28803,Tuxedo Park,35.55516,-82.5129,Entire home,Entire home/apt,10,2,3,5,"First aid kit;Cleaning products;Central heating;HDTV with Netflix, standard cable, Hulu;Outlet covers;Fire pit;Folding or convertible high chair - available upon request;Children’s books and toys;Blender;Room-darkening shades;Smoke alarm;Coffee maker: drip coffee maker, Keurig coffee machine;Iron;Extra pillows and blankets;Wine glasses;Hot water kettle;Barbecue utensils;Cooking basics;Essentials;Bathtub;Dedicated workspace;Single level home;Shower gel;DOVE and TRESemmé brands shampoo;Dishwasher;Hot water;Baking sheet;Dishes and silverware;Clothing storage: walk-in closet;Private entrance;Hair dryer;Kitchen;Keypad;GE refrigerator;Radiant heating;Private backyard – Not fully fenced;IVORY body wash or NATIVE body wash body soap;Ceiling fan;Bed linens;Carbon monoxide alarm;DOVE and TRESemmé brands conditioner;Portable fans;Pack ’n play/Travel crib;Microwave;Wifi;Coffee;Hangers;BBQ grill;Exterior security cameras on property;Fire extinguisher;Children’s dinnerware;Central air conditioning;Freezer;Private patio or balcony;Self check-in;Ethernet connection;Electric stove;Oven;Toaster;Dining table;Indoor fireplace: electric;Outdoor furniture;Outdoor dining area;Laundromat nearby;Free parking on premises;Private hot tub;Crib - available upon request",124,2,7,101,653,2016-10-17,2025-06-10,6.19,4.91,4.96,4.85,4.9,h_20943262,Roslyn,2014-09-04,TRUE,1,https://www.airbnb.com/rooms/14934441,https://a0.muscache.com/pictures/ce702879-5134-43a9-b170-7989992ff177.jpg
l_14941161,City Serenity,"Private terrace level suite in my partially renovated home. Two bedrooms, one bath, living room, kitchen/dining room, computer work stations. Quiet neighborhood convenient to downtown, interstate and much more. Owner space upstairs in this urban duplex. <br />Private entrance, living room with large window view of woods. Off street parking. Welcome pitcher cold filtered water.  One mile hilly walk or quick uber ride  to center of downtown, restaurants, music venues. Supercharger 3 miles.",28801,Downtown Asheville,35.60771,-82.5488,Entire rental unit,Entire home/apt,4,1,2,2,"Cleaning products;Heating;Conditioner;Room-darkening shades;Iron;Extra pillows and blankets;Wine glasses;Hot water kettle;Cooking basics;Essentials;Shampoo;Dedicated workspace;Refrigerator;Shower gel;Single level home;Hot water;Dishes and silverware;Private entrance;Hair dryer;Kitchen;Free street parking;Smart lock;Bed linens;Coffee maker: Keurig coffee machine, Nespresso;Carbon monoxide alarm;Portable fans;Stove;Microwave;Wifi;Coffee;Hangers;Exterior security cameras on property;Books and reading material;Fire extinguisher;Long term stays allowed;Central air conditioning;Freezer;Self check-in;Dining table;Toaster;Oven;Outdoor furniture;Body soap;Clothing storage: closet and dresser;TV with Roku;Laundromat nearby;Free parking on premises;Smoke alarm",106,2,1125,256,233,2016-10-09,2024-02-18,2.2,4.82,4.89,4.91,4.81,h_48356327,Marianne,2015-11-06,FALSE,1,https://www.airbnb.com/rooms/14941161,https://a0.muscache.com/pictures/595d61fe-bd26-4c18-8451-754cef99a75f.jpg
l_15009504,Downtown Area | Walk to Restaurants & Breweries,"Quaint modern two bedroom, one bath apartment close to everything downtown as well as grocery stores and breweries. <br /><br />We are walking distance to the center of downtown, Trader Joes, Whole Foods and numerous restaurants, coffee shops and breweries.",28801,Downtown Asheville,35.60203,-82.55476,Entire rental unit,Entire home/apt,4,1,2,2,"First aid kit;Cleaning products;Central heating;55 inch HDTV with Netflix, Roku;Iron;Babor body soap;Extra pillows and blankets;Wine glasses;Hot water kettle;Cooking basics;Essentials;Bathtub;Shampoo;Dedicated workspace;Refrigerator;Shower gel;Dishwasher;Babor conditioner;Hot water;Dishes and silverware;Private entrance;Hair dryer;Kitchen;Free street parking;Free washer – In unit;Smart lock;Bed linens;Carbon monoxide alarm;Microwave;Coffee;Hangers;Exterior security cameras on property;Long term stays allowed;Fire extinguisher;Free dryer – In unit;Central air conditioning;Coffee maker;Freezer;Self check-in;Dining table;Toaster;Fast wifi – 70 Mbps;Clothing storage: closet and dresser;Free parking on premises;Smoke alarm",131,2,1125,323,572,2016-09-18,2025-06-04,5.37,4.88,4.98,4.88,4.79,h_94713501,Wendy,2016-09-11,TRUE,1,https://www.airbnb.com/rooms/15009504,https://a0.muscache.com/pictures/airflow/Hosting-15009504/original/433ce640-2a14-487c-acd4-10bab8110633.jpg
l_15091721,DOWNTOWN! Seconds from it all!,"This beautiful, downtown hideaway is perfect for a couple, or a few friends that want to enjoy the perfect stay in Asheville. Fully equipped kitchen, coffee maker, wifi, clean and spacious,  and a few steps from all the shops, bars, and restaurants! Our new cleaning staff is amazing!!!",28801,Downtown Asheville,35.59405,-82.558090000000007,Entire rental unit,Entire home/apt,2,1,1,1,First aid kit;Air conditioning;Pets allowed;Conditioner;Room-darkening shades;Paid washer – In building;Cooking basics;Essentials;Bathtub;Shampoo;Dedicated workspace;Refrigerator;Shower gel;HDTV with Netflix;Hot water;Dishes and silverware;Hair dryer;Kitchen;Radiant heating;Dryer;Bed linens;Carbon monoxide alarm;Wifi;Hangers;Clothing storage: closet;Coffee maker;Body soap;Free parking on premises;Smoke alarm,83,1,1125,334,587,2016-11-20,2025-06-02,5.62,4.59,4.59,4.87,4.56,h_46001530,Jonathan,2015-10-07,FALSE,17,https://www.airbnb.com/rooms/15091721,https://a0.muscache.com/pictures/dccaf9f5-773e-47f0-bf6e-640673f5133c.jpg
l_15124397,Modern Mountain Getaway,"Cozy modern apartment with a walk out patio view of our forested back yard. Comfortably simple to suit a traveler's needs. <br /><br />Located in a safe, quiet, wooded neighborhood that is perfect for walking.  Hiking trails on property with occasional visits from foxes, bears, and turkeys. <br /><br />Public transit access & less than 2 miles from Downtown Asheville and Biltmore Village. Uber & Lyft are both available, quick and affordable.",28803,Tuxedo Park,35.57491,-82.53433,Entire rental unit,Entire home/apt,2,1,1,1,Mini fridge;Cleaning products;Central heating;Fire pit;Trader Joe’s Tea Tree Tingle shampoo;Iron;Extra pillows and blankets;Wine glasses;Trader Joe’s Tea Tree Tingle  body soap;Essentials;Clothing storage: wardrobe and dresser;Bathtub;Shower gel;Hot water;Dishes and silverware;Private entrance;Hair dryer;Free driveway parking on premises – 1 space;Free street parking;Private backyard – Not fully fenced;Ceiling fan;Bed linens;Carbon monoxide alarm;Microwave;Wifi;TV;Hangers;Coffee;Books and reading material;Central air conditioning;Coffee maker;Trader Joe’s Tea Tree Tingle  conditioner;Private patio or balcony;Outdoor furniture;Outdoor dining area;Smoke alarm,108,2,30,67,415,2016-11-13,2025-06-09,3.97,4.98,4.98,4.97,4.93,h_15582281,Angela,2014-05-15,TRUE,1,https://www.airbnb.com/rooms/15124397,https://a0.muscache.com/pictures/airflow/Hosting-15124397/original/40defa86-878d-4bb1-b783-b8c7058adaf3.jpg
l_15158878,A Step Back in Time - 1901 Estate Guest Cottage,"Take a step back in time in our charming, Historic Estate's Guest Cottage. Our cottage is approx 500 SF, 100 years old, w/ a cabin-like charm & peaceful surroundings. FREE PARKING & FREE WASH AND FOLD LAUNDRY SERVICE. We are in close proximity to major attractions like The Biltmore House & Downtown Asheville. We have an Extremely comfortable queen bed, a fully-equipped kitchenette, closet space. Good for couples, solo adventurers, and business travelers.",28803,Tuxedo Park,35.48594,-82.51476,Entire cottage,Entire home/apt,2,1,1,2,"First aid kit;Mini fridge;Coffee maker: drip coffee maker;Cleaning products;Aussi Conditioner  conditioner;Luggage dropoff allowed;36 inch HDTV with DVD player, Amazon Prime Video, Netflix, Roku, Disney+;Room-darkening shades;Board games;Frigidaire refrigerator;Iron;Extra pillows and blankets;Heating - split type ductless system;Wine glasses;AC - split type ductless system;Cooking basics;Essentials;Dedicated workspace;Single level home;Shower gel;Hot water;Dishes and silverware;Private entrance;Hair dryer;Private backyard – Not fully fenced;Ceiling fan;Bed linens;Kitchenette;Carbon monoxide alarm;Portable fans;Microwave;Coffee;Dove Body Wash body soap;Hangers;Exterior security cameras on property;Long term stays allowed;Fire extinguisher;Lockbox;Cleaning available during stay;Freezer;Private patio or balcony;Self check-in;Dining table;Toaster;Outdoor furniture;Free driveway parking on premises – 2 spaces;Clothing storage: closet and dresser;Aussi Shampoo  shampoo;Fast wifi – 105 Mbps;Laundromat nearby;Smoke alarm",69,3,10,115,398,2016-10-09,2025-06-16,3.76,4.94,4.98,4.92,4.94,h_96173789,Jamie And Jim,2016-09-21,TRUE,1,https://www.airbnb.com/rooms/15158878,https://a0.muscache.com/pictures/b7323ee0-efe5-4deb-b219-10d393d37b40.jpg
l_15174633,"Downtown Inn Asheville, NC #1-King","We welcome you to Downtown Inn where Asheville is out your front door and the mountains are just minutes away.  We are within a short walking distance of many of Asheville's hottest attractions. The Biltmore Estate and Biltmore Village are just a 10 minute drive and access to the Blue Ridge Parkway is just a 15 to 20 minute drive. Whether you are looking for downtown excitement or the peace of the mountains, Downtown Inn is where you want to be in the heart of Asheville!",28801,Downtown Asheville,35.59484,-82.55575,Private room,Private room,2,,1,,"Mini fridge;Luggage dropoff allowed;High chair;Pets allowed;Heating;Room-darkening shades;Smoke alarm;TV with standard cable;Iron;Extra pillows and blankets;Paid washer – In building;Safe;Elevator;Breakfast;AC - split type ductless system;Essentials;City skyline view;Bathtub;Shampoo;Dedicated workspace;Shared outdoor pool - available seasonally, open specific hours;Hot water;Hair dryer;Mountain view;Dryer;Bed linens;Portable fans;Microwave;Wifi;Hangers;Exterior security cameras on property;Long term stays allowed;Clothing storage: dresser;Building staff;Coffee maker;Self check-in;Shared patio or balcony;Body soap;Free parking on premises;Crib - available upon request;Pack ’n play/Travel crib - available upon request",,1,1125,253,228,2017-04-20,2025-06-14,2.29,4.49,4.62,4.89,4.63,h_96305927,Narendrakumar Ashabhai,2016-09-22,FALSE,8,https://www.airbnb.com/rooms/15174633,https://a0.muscache.com/pictures/miso/Hosting-15174633/original/af26e72b-e235-4041-907f-54f40e49d2fc.jpeg
l_15192947,Historic West Asheville Personal Retreat and Spa,"Historic West Asheville. Walking distance of coffee shops, breweries, restaurants, music venues; 2-min drive to downtown Asheville. Private apt: king bed suite, bath, partial kitchen/dining with coffee/tea, fridge, toaster, small cooktop. Pamper yourself:  steam shower, sauna, hot tub, terrycloth robes . Screened in porch, private entrance.",28806,West Asheville,35.58158,-82.57866,Entire rental unit,Entire home/apt,2,1,1,1,First aid kit;Luggage dropoff allowed;Fire pit;Heating;Iron;Extra pillows and blankets;Essentials;Shampoo;Dedicated workspace;Refrigerator;Single level home;Hot water;Dishes and silverware;Private entrance;Hair dryer;Kitchen;Free street parking;Keypad;Bed linens;Carbon monoxide alarm;Microwave;Wifi;TV;Hangers;Fire extinguisher;Central air conditioning;Backyard;Coffee maker;Self check-in;Free parking on premises;Private hot tub;Smoke alarm;Patio or balcony,176,2,30,361,280,2016-10-02,2025-02-16,2.64,4.92,4.98,4.93,4.83,h_21014952,Ceresa Bogert,2014-09-06,TRUE,1,https://www.airbnb.com/rooms/15192947,https://a0.muscache.com/pictures/miso/Hosting-15192947/original/93b65a87-0b18-4025-8737-cfa75e07d4cb.jpeg
l_15231248,D&D's Dog-friendly West Asheville AirBnb,"Private floor with a separate entrance in prime West Asheville. One bedroom, roomy suite plus living room and kitchenette. Just a 4 minute stroll to Haywood Rd with plenty of shops, restaurants, bars, and cafes.  Only an 8 min drive to downtown! The space is dog and kid friendly.<br /><br />Details:<br />-1 BR with queen bed<br />-Couch in large living room converts to king size bed<br />-Kitchenette w/fridge, sink, cooking tools, etc<br />-Private fenced backyard<br />-On+off-street parking",28806,West Asheville,35.57428,-82.59673,Entire guest suite,Entire home/apt,4,1,1,2,"First aid kit;Cleaning products;Central heating;Coffee maker: Keurig coffee machine;Outlet covers;Pets allowed;Blender;TV with Netflix, Roku;Conditioner;Board games;Iron;Extra pillows and blankets;Wine glasses;Barbecue utensils;Cooking basics;Essentials;Bathtub;Shampoo;Refrigerator;Shower gel;Hot water;Dishes and silverware;Private entrance;Hair dryer;Kitchen;Free street parking;Radiant heating;Ceiling fan;Bed linens;Carbon monoxide alarm;Portable fans;Pack ’n play/Travel crib;Microwave;Wifi;Coffee;Hangers;BBQ grill;Lockbox;Books and reading material;Fire extinguisher;Children’s dinnerware;Central air conditioning;Backyard;Portable heater;Freezer;Private patio or balcony;Self check-in;Dining table;Toaster;Outdoor furniture;Outdoor dining area;Body soap;Laundromat nearby;Free parking on premises;Smoke alarm",91,1,14,257,414,2016-10-09,2025-05-11,3.91,4.9,4.93,4.95,4.87,h_15740461,Dellene Elizabeth,2014-05-19,TRUE,1,https://www.airbnb.com/rooms/15231248,https://a0.muscache.com/pictures/29e11aaf-ad9b-4367-9303-a86f8c095853.jpg
l_15289199,Cabin-Wood Fireplace-Hot Tub-Pool-Pet Friendly,"Our Cabin is close to hiking, shopping, grocery, golfing, restaurants, basically everything.  You will  love Deer Haven because of it's beauty nestlled in a quiet neighborhood surrounded by national forest. Enjoy a fire in the wood fireplace, eat popcorn and enjoy a movie or a game of checkers or sit in the hot tub and study the universe. Go snow skiing or feel lucky and go to the caniso.  It’s not unusual to see deer looking for a handout.",28715,Candler,35.5136,-82.64811,Entire cabin,Entire home/apt,6,2,3,4,First aid kit;Air conditioning;Fire pit;Pets allowed;Heating;Iron;Cooking basics;Essentials;Shampoo;Indoor fireplace;Hot water;Hair dryer;Kitchen;Private pool;Dryer;Carbon monoxide alarm;Wifi;TV;Hangers;BBQ grill;Fire extinguisher;Outdoor furniture;Washer;Free parking on premises;Private hot tub;Smoke alarm,248,2,30,295,16,2016-10-09,2023-10-16,0.15,4.69,4.63,4.81,4.63,h_93289165,Carolyn,2016-09-03,FALSE,2,https://www.airbnb.com/rooms/15289199,https://a0.muscache.com/pictures/dc3f6357-2e03-4ecb-ac53-3ad6bed7b3fb.jpg
l_15351409,Quiet Haven Tiny House-Hottub-Pets- Asheville Mtns,"Our Tiny House  is located a short 15 minute drive from downtown Asheville but yet it has a countryside setting.  Asheville attractions/restaurants will fill your day with excitement.  Come home, grill a juicy steak, build a bonfire, enjoy the hot tub or settle down in a nice comfy bed to a Netflix movie.  It’s your choice, we try to make your visit as relaxing as possible.  Thank you and we hope you will choose our Quiet Haven Tiny Home.  C u soon.",28715,Candler,35.51566,-82.64812,Tiny home,Entire home/apt,4,1,1,12,Air conditioning;Pets allowed;Heating;TV with standard cable;Extra pillows and blankets;Cooking basics;Essentials;Shampoo;Refrigerator;Single level home;Hot water;Dishes and silverware;Hair dryer;Kitchen;Mountain view;Private backyard – Not fully fenced;Bed linens;Carbon monoxide alarm;Stove;Microwave;Wifi;Hangers;BBQ grill;Long term stays allowed;Fire extinguisher;Coffee maker;Private patio or balcony;Oven;Free parking on premises;Private hot tub;Smoke alarm,116,2,90,337,162,2016-10-09,2025-02-16,1.53,4.75,4.62,4.82,4.68,h_93289165,Carolyn,2016-09-03,FALSE,2,https://www.airbnb.com/rooms/15351409,https://a0.muscache.com/pictures/miso/Hosting-15351409/original/01715ced-8fc2-4fee-b2ff-b30d90d4c84a.jpeg
